room_id,hotel_id,room_type,availability,price_per_night
2314,14,Suite,Yes,415.4340797
2315,14,Single,No,61.91749345
2316,14,Double,No,398.9430735
2317,14,Double,Yes,320.1999064
2318,14,Single,No,66.21643993
2319,14,Suite,Yes,69.25145732
2320,14,Suite,Yes,459.5355068
2321,14,Single,No,137.9020632
2322,14,Suite,No,335.3323867
2323,14,Single,Yes,125.8740739
2324,14,Single,Yes,408.5756285
2325,14,Single,No,85.65584684
2326,14,Double,No,141.1383506
2327,14,Double,No,263.2118908
2328,14,Suite,Yes,152.13375
2329,14,Single,Yes,403.2853935
2330,14,Suite,No,143.5118455
2331,14,Suite,No,438.6696725
2332,14,Double,Yes,227.3474957
2333,14,Double,Yes,383.9258202
2334,14,Suite,Yes,259.4335165
2335,14,Double,No,113.3475396
2336,14,Suite,No,387.9250304
2337,14,Single,Yes,228.7142276
2338,14,Single,Yes,396.9562947
2339,14,Single,No,107.2136735
2340,14,Double,No,161.9170972
2341,14,Double,No,208.6039771
2342,14,Suite,Yes,224.3701742
2343,14,Suite,No,142.3204382
2344,14,Double,Yes,470.7942762
2345,14,Suite,No,340.8578094
2346,14,Single,Yes,377.9114381
2347,14,Suite,Yes,153.7672541
2348,14,Single,Yes,474.3351354
2349,14,Double,Yes,51.49703392
2350,14,Single,Yes,282.2538108
2351,14,Suite,No,156.9759836
2352,14,Double,No,379.0502139
2353,14,Suite,No,296.0105523
2354,14,Double,Yes,392.5924411
2355,14,Suite,No,342.9184135
2356,14,Single,Yes,266.3043767
2357,14,Double,No,328.2437497
2358,14,Suite,Yes,288.4227309
2359,14,Suite,No,125.0979344
2360,14,Double,Yes,91.08747168
2361,14,Single,No,496.7093423
2362,14,Single,Yes,102.8944826
2363,14,Suite,No,329.5752577
2364,14,Single,Yes,292.8775925
2365,14,Single,No,244.5450697
2366,14,Double,No,122.3338391
2367,14,Double,No,388.4931266
2368,14,Suite,Yes,335.8077433
2369,14,Suite,Yes,214.8044905
2370,14,Double,Yes,446.7363834
2371,14,Suite,Yes,308.7923847
2372,14,Double,Yes,219.6879763
2373,14,Single,No,451.8404539
2374,14,Single,No,56.14294776
2375,14,Suite,Yes,424.142101
2376,14,Single,Yes,480.6718712
2377,14,Suite,Yes,313.7384815
2378,14,Double,No,149.7512985
2379,14,Suite,No,479.22346
2380,14,Suite,Yes,186.3639429
2381,14,Suite,No,331.0421169
2382,14,Double,No,483.1885002
2383,14,Single,Yes,58.09748005
2384,14,Single,Yes,303.3255373
2385,14,Suite,Yes,388.3522325
2386,14,Single,Yes,329.6870394
2387,14,Double,No,103.2351133
2388,14,Double,No,208.4323626
2389,14,Double,No,399.1608524
2390,14,Single,Yes,267.8271135
2391,14,Single,No,66.00815289
2392,14,Suite,Yes,414.7379937
2393,14,Suite,Yes,204.4822511
2394,14,Double,Yes,247.6139879
2395,14,Suite,No,277.825929
2396,14,Suite,Yes,102.7147551
2397,14,Suite,No,348.7445405
2398,14,Double,No,326.3968566
2399,14,Single,No,127.6870469
2400,14,Single,No,254.6345787
2401,14,Double,Yes,194.505928
2402,14,Single,Yes,126.4987079
2403,14,Suite,Yes,347.4682646
2404,14,Single,Yes,274.3802517
2405,14,Suite,No,218.2194921
2406,14,Double,Yes,136.5042556
2407,14,Suite,No,202.744076
2408,14,Suite,No,57.78654467
2409,14,Single,Yes,92.15996466
2410,14,Suite,No,289.8320942
2411,14,Single,Yes,147.6721499
2412,15,Double,Yes,410.5113867
2413,15,Single,No,132.230254
2414,15,Single,Yes,360.2121385
2415,15,Suite,Yes,496.527147
2416,15,Single,No,128.6290815
2417,15,Suite,Yes,198.0274584
2418,15,Single,No,103.2095275
2419,15,Double,No,221.2078942
2420,15,Double,No,449.0465877
2421,15,Double,Yes,412.329207
2422,15,Single,Yes,333.1188919
2423,15,Double,Yes,131.2355255
2424,15,Single,No,360.1804159
2425,15,Double,Yes,125.61134
2426,15,Double,No,133.6466308
2427,15,Single,Yes,423.5763613
2428,15,Double,Yes,216.6956046
2429,15,Suite,Yes,387.3949977
2430,15,Single,Yes,318.2717744
2431,15,Suite,No,185.62842
2432,15,Suite,Yes,448.548394
2433,15,Single,Yes,458.779754
2434,15,Double,No,423.7250697
2435,15,Single,No,159.3236718
2436,15,Suite,No,318.9811571
2437,15,Single,Yes,460.7870642
2438,15,Suite,Yes,184.1617645
2439,15,Double,No,486.9848981
2440,15,Double,No,375.3628788
2441,15,Single,No,171.5556863
2442,15,Single,Yes,314.7610955
2443,15,Suite,No,176.1894633
2444,15,Double,No,150.7175379
2445,15,Double,Yes,206.7434188
2446,15,Suite,No,131.7347839
2447,15,Single,Yes,231.50216
2448,15,Suite,Yes,132.6762552
2449,15,Double,Yes,284.408257
2450,15,Double,No,206.8527424
2451,15,Single,No,121.5746279
2452,15,Double,No,288.1304957
2453,15,Double,No,264.1477036
2454,15,Suite,No,398.9111875
2455,15,Single,No,284.4326647
2456,15,Suite,Yes,455.9602486
2457,15,Double,No,147.1863933
2458,15,Single,Yes,472.6513643
2459,15,Suite,Yes,452.394037
2460,15,Suite,Yes,405.3427806
2461,15,Double,No,425.6362153
2462,15,Suite,Yes,299.6962645
2463,15,Suite,Yes,134.9133176
2464,15,Double,Yes,405.94825
2465,15,Suite,Yes,115.7377174
2466,15,Double,No,166.6314991
2467,15,Double,Yes,72.39680346
2468,15,Single,No,208.049756
2469,15,Double,No,176.2380228
2470,15,Single,Yes,244.7858032
2471,15,Double,Yes,378.4557726
2472,15,Single,No,202.2285392
2473,15,Suite,Yes,105.3956681
2474,15,Suite,No,103.0547023
2475,15,Double,No,373.2548872
2476,15,Double,No,431.0641023
2477,15,Single,Yes,471.5365157
2478,15,Single,No,499.2814408
2479,15,Double,Yes,282.9875137
2480,15,Double,Yes,83.58338091
2481,15,Single,Yes,339.57916
2482,15,Single,Yes,97.09964056
2483,15,Suite,Yes,266.8543536
2484,15,Double,No,428.9599875
2485,15,Single,Yes,191.5865776
2486,15,Suite,Yes,312.4646121
2487,15,Suite,No,421.7732939
2488,15,Double,Yes,191.1030031
2489,15,Suite,Yes,84.93655896
2490,15,Suite,Yes,347.05262
2491,15,Suite,No,264.3596521
2492,15,Single,Yes,286.618464
2493,15,Double,Yes,356.3024093
2494,15,Double,Yes,498.3239302
2495,15,Suite,No,384.5634836
2496,15,Double,No,461.9252558
2497,15,Single,No,448.0271905
2498,15,Suite,No,118.0411122
2499,15,Double,Yes,352.9094168
2500,15,Suite,Yes,447.1652214
2501,15,Single,No,255.862088
2502,15,Single,Yes,162.04026
2503,15,Double,No,207.354985
2504,15,Single,Yes,297.9498825
2505,15,Double,No,267.5332644
2506,15,Suite,Yes,127.5225103
2507,15,Suite,No,403.6373137
2508,15,Double,Yes,457.6468231
2509,15,Double,Yes,81.86983453
2510,15,Double,Yes,402.8046014
2511,15,Suite,Yes,370.010723
2512,15,Single,Yes,320.4019135
2513,15,Double,Yes,351.8682128
2514,15,Double,No,286.7906355
2515,15,Single,Yes,342.0815975
2516,15,Double,No,94.34092682
2517,15,Single,Yes,57.45448393
2518,15,Double,No,340.8027106
2519,15,Single,No,397.0371342
2520,15,Double,No,174.2177664
2521,15,Suite,Yes,204.2397334
2522,15,Double,No,50.97013429
2523,15,Single,Yes,263.1362196
2524,15,Suite,No,128.7532664
2525,15,Double,No,343.3067104
2526,15,Double,No,441.5041664
2527,15,Double,Yes,436.0250225
2528,15,Single,Yes,80.84359711
2529,15,Double,No,273.0572947
2530,15,Suite,No,376.2308076
2531,15,Double,No,266.3373791
2532,15,Suite,Yes,408.4058494
2533,15,Single,Yes,215.8952587
2534,15,Single,No,230.5422937
2535,15,Double,No,51.9437755
2536,15,Suite,No,145.8034268
2537,15,Single,No,256.0458114
2538,15,Double,Yes,124.557454
2539,15,Suite,No,232.8539129
2540,15,Suite,No,243.5059295
2541,15,Suite,Yes,227.5069221
2542,15,Double,Yes,449.5585594
2543,15,Single,Yes,402.9260235
2544,15,Suite,Yes,180.2070473
2545,15,Suite,No,394.5296823
2546,15,Single,No,330.8478559
2547,15,Double,No,182.5661376
2548,15,Suite,Yes,87.34547883
2549,15,Double,No,160.9382016
2550,15,Suite,No,374.0821071
2551,15,Suite,No,490.7280007
2552,15,Suite,Yes,193.4032492
2553,15,Single,Yes,261.7826913
2554,15,Single,Yes,473.5383541
2555,15,Double,No,243.3698256
2556,15,Single,Yes,143.2602487
2557,15,Double,Yes,108.5935492
2558,15,Single,Yes,176.6484734
2559,15,Suite,Yes,490.6351576
2560,15,Suite,Yes,421.5571001
2561,15,Double,Yes,201.6399785
2562,15,Suite,No,83.67540512
2563,15,Double,Yes,61.31242939
2564,15,Double,Yes,311.1570174
2565,15,Suite,Yes,414.2817545
2566,15,Double,No,498.7400742
2567,15,Suite,Yes,170.5538319
2568,15,Single,No,60.976636
2569,15,Single,Yes,372.9899395
2570,15,Double,Yes,193.8302554
2571,15,Single,Yes,332.1329794
2572,15,Single,No,376.7513504
2573,15,Double,No,377.435299
2574,15,Double,Yes,290.368476
2575,15,Suite,Yes,400.1876827
2576,15,Suite,Yes,262.1401894
2577,15,Single,Yes,388.471506
2578,15,Suite,No,313.8041061
2579,15,Single,Yes,50.41937451
2580,15,Double,No,234.6364342
2581,15,Single,No,89.03811589
2582,15,Suite,No,276.3570087
2583,15,Double,Yes,431.511751
2584,15,Double,No,306.2986694
2585,15,Suite,No,184.943608
2586,15,Double,Yes,375.0807092
2587,15,Suite,No,88.77165373
2588,15,Single,Yes,395.9101872
2589,15,Double,Yes,290.7335508
2590,15,Single,Yes,431.795651
2591,15,Suite,Yes,293.2280232
2592,15,Single,Yes,102.586052
2593,15,Suite,No,246.7806032
2594,15,Single,Yes,352.3549557
2595,15,Suite,Yes,261.6854751
2596,15,Double,Yes,239.2574268
2597,15,Double,Yes,191.1346015
2598,15,Suite,No,279.6334097
2599,15,Suite,Yes,262.8588906
2600,15,Suite,Yes,359.3252376
2601,15,Single,No,114.2590312
2602,15,Suite,No,451.9650546
2603,15,Suite,Yes,265.3764328
2604,15,Double,No,399.3463645
2605,15,Double,No,184.6220849
2606,15,Double,Yes,451.9709973
2607,15,Double,No,127.6639102
2608,15,Single,No,406.1790498
2609,15,Single,Yes,430.6400184
2610,15,Single,No,412.6303233
2611,15,Suite,Yes,209.9005178
2612,15,Single,Yes,270.2759867
2613,15,Double,Yes,243.344598
2614,15,Double,No,187.2396807
2615,15,Single,No,178.5608179
2616,15,Single,No,64.00157886
2617,15,Suite,No,53.40720689
2618,15,Double,No,393.5612908
2619,15,Suite,Yes,471.8884623
2620,15,Suite,No,360.5073372
2621,15,Double,Yes,264.6502796
2622,15,Double,Yes,474.6145866
2623,15,Suite,No,335.3834888
2624,15,Suite,No,285.9021157
2625,15,Single,Yes,251.8857439
2626,15,Single,Yes,313.5856815
2627,15,Single,Yes,151.6474416
2628,15,Suite,Yes,365.9717905
2629,15,Double,Yes,107.5711495
2630,15,Double,Yes,386.5084772
2631,15,Double,No,384.5872436
2632,15,Double,Yes,270.3751637
2633,15,Double,No,366.1607866
2634,15,Double,Yes,76.18821188
2635,15,Double,Yes,124.9020431
2636,15,Single,No,180.6619693
2637,16,Double,No,286.1086761
2638,16,Double,No,363.2404522
2639,16,Suite,Yes,339.3458522
2640,16,Single,No,417.4427661
2641,16,Suite,Yes,139.4039791
2642,16,Suite,Yes,317.9342126
2643,16,Double,Yes,338.100188
2644,16,Double,No,241.0795426
2645,16,Double,Yes,327.1649622
2646,16,Double,No,364.122991
2647,16,Double,No,321.4871675
2648,16,Double,No,375.7073281
2649,16,Suite,Yes,433.2292717
2650,16,Double,Yes,70.9747412
2651,16,Suite,No,69.53470112
2652,16,Double,Yes,213.4835228
2653,16,Double,No,358.1823162
2654,16,Double,No,168.1013831
2655,16,Double,Yes,484.2831704
2656,16,Single,No,302.3249447
2657,16,Suite,No,423.2052965
2658,16,Suite,Yes,403.6915443
2659,16,Double,No,461.6779689
2660,16,Single,Yes,453.7981508
2661,16,Suite,No,231.7701031
2662,16,Double,Yes,367.295564
2663,16,Double,Yes,280.3884994
2664,16,Double,Yes,149.3027728
2665,16,Double,No,139.1320437
2666,16,Double,Yes,348.5976135
2667,16,Suite,Yes,452.5324985
2668,16,Single,No,254.6226442
2669,16,Suite,Yes,380.6178348
2670,16,Double,Yes,328.3228099
2671,16,Single,Yes,333.1997914
2672,16,Single,Yes,233.2685341
2673,16,Single,No,372.8171938
2674,16,Suite,Yes,387.8674736
2675,16,Suite,Yes,293.883066
2676,16,Single,No,420.174747
2677,16,Single,Yes,353.7099342
2678,16,Suite,No,306.6113294
2679,16,Double,Yes,75.65488614
2680,16,Double,Yes,244.6798585
2681,16,Single,Yes,185.6197568
2682,16,Single,Yes,294.2919291
2683,16,Double,Yes,237.9076988
2684,16,Suite,Yes,81.73467794
2685,16,Single,No,333.3975229
2686,16,Single,Yes,180.3694182
2687,16,Double,No,83.18342797
2688,16,Double,Yes,438.7383886
2689,16,Single,No,115.4571307
2690,16,Suite,No,70.83956169
2691,16,Suite,Yes,354.8066351
2692,16,Double,Yes,353.294604
2693,16,Suite,Yes,67.41841506
2694,16,Double,Yes,362.3997007
2695,16,Double,Yes,257.4982598
2696,16,Suite,No,334.851508
2697,16,Single,No,235.0588503
2698,16,Single,Yes,319.0206282
2699,16,Single,Yes,135.2635955
2700,16,Single,Yes,172.1095407
2701,16,Single,No,433.3844175
2702,16,Suite,No,264.2723922
2703,16,Suite,Yes,411.7195185
2704,16,Double,No,469.0611257
2705,16,Single,Yes,148.9218633
2706,16,Double,Yes,241.9944603
2707,16,Suite,Yes,401.6096047
2708,16,Double,No,282.4181911
2709,16,Double,No,347.0503047
2710,16,Double,Yes,431.1727019
2711,16,Single,No,87.60871433
2712,16,Double,No,58.54113516
2713,16,Suite,Yes,335.1716236
2714,16,Double,Yes,318.3970764
2715,16,Double,Yes,418.5501899
2716,16,Single,Yes,219.3814588
2717,16,Double,No,94.77074879
2718,16,Suite,Yes,69.25853454
2719,16,Single,No,366.582075
2720,16,Single,No,174.8344131
2721,16,Double,No,464.4248641
2722,16,Double,Yes,349.7587424
2723,16,Double,Yes,248.820302
2724,16,Single,No,237.2130997
2725,16,Double,No,146.4952118
2726,16,Double,Yes,374.6510193
2727,16,Double,No,62.79369268
2728,16,Single,Yes,488.5524403
2729,16,Suite,No,149.4576482
2730,16,Suite,No,87.53717485
2731,16,Double,No,427.082828
2732,16,Single,Yes,348.4010655
2733,16,Double,No,481.885947
2734,16,Suite,No,277.4634386
2735,16,Single,Yes,498.1240231
2736,16,Single,No,492.6689192
2737,16,Suite,Yes,335.3563724
2738,16,Double,Yes,99.64677175
2739,16,Suite,No,260.5181594
2740,16,Double,Yes,214.8244164
2741,16,Suite,No,360.1667437
2742,16,Single,Yes,63.7158334
2743,16,Single,No,265.9647463
2744,16,Single,Yes,102.9490748
2745,16,Single,Yes,124.5694426
2746,16,Suite,Yes,386.8553805
2747,16,Suite,No,460.7047634
2748,16,Single,Yes,183.7998416
2749,16,Double,No,390.7556052
2750,16,Single,No,218.8812513
2751,16,Single,No,138.4456837
2752,16,Double,No,467.0758609
2753,16,Suite,Yes,465.9679075
2754,16,Suite,Yes,468.6106682
2755,16,Single,No,249.1431795
2756,16,Suite,No,388.6964935
2757,16,Double,Yes,169.144935
2758,16,Suite,No,226.7780827
2759,16,Suite,No,147.868097
2760,16,Double,Yes,462.3257019
2761,16,Suite,Yes,57.95480215
2762,16,Double,No,119.1886963
2763,16,Suite,No,171.9249622
2764,16,Single,No,336.856043
2765,16,Double,Yes,100.9472401
2766,16,Double,Yes,251.4320917
2767,16,Suite,Yes,323.0209026
2768,16,Single,Yes,481.4866823
2769,16,Single,Yes,114.953619
2770,16,Single,Yes,165.6437501
2771,16,Single,No,298.9355144
2772,16,Suite,Yes,418.0247622
2773,16,Single,Yes,328.3942451
2774,16,Double,No,452.7756554
2775,16,Suite,No,496.7714202
2776,16,Suite,Yes,74.38380973
2777,16,Suite,No,95.73518112
2778,16,Suite,Yes,378.541544
2779,16,Suite,No,179.3421525
2780,16,Suite,No,80.75283484
2781,16,Double,No,157.0321613
2782,16,Single,No,378.1339913
2783,16,Double,Yes,446.3259118
2784,16,Double,No,251.2840734
2785,16,Single,No,104.1798651
2786,16,Double,Yes,110.369248
2787,16,Single,Yes,248.4582424
2788,16,Double,Yes,230.2912306
2789,16,Suite,No,282.762956
2790,16,Suite,No,475.5317269
2791,16,Double,Yes,238.8966417
2792,16,Double,No,233.0235604
2793,16,Single,No,349.5538748
2794,16,Double,Yes,147.9017551
2795,16,Single,Yes,274.517813
2796,16,Single,Yes,368.1784309
2797,16,Single,Yes,382.089426
2798,16,Single,Yes,258.3120543
2799,16,Single,Yes,183.8481385
2800,16,Suite,No,434.5574824
2801,16,Single,No,307.2840426
2802,16,Single,No,246.8550638
2803,16,Single,Yes,138.2244368
2804,16,Suite,No,276.6206874
2805,16,Suite,Yes,183.112478
2806,16,Single,Yes,399.4344762
2807,16,Suite,Yes,238.5290872
2808,16,Double,Yes,139.9608311
2809,16,Suite,No,120.2509542
2810,16,Single,No,487.6079799
2811,17,Suite,No,109.9235929
2812,17,Double,Yes,497.8328074
2813,17,Suite,Yes,338.3999742
2814,17,Double,Yes,364.0192599
2815,17,Single,No,331.9532209
2816,17,Double,No,398.856335
2817,17,Suite,No,436.8479766
2818,17,Double,No,393.1620583
2819,17,Double,No,275.1466244
2820,17,Single,No,135.6512141
2821,17,Double,No,181.5463098
2822,17,Suite,No,249.9067765
2823,17,Single,No,85.09191144
2824,17,Suite,No,481.3766953
2825,17,Suite,No,55.96160949
2826,17,Double,No,108.8481643
2827,17,Single,Yes,278.0532334
2828,17,Single,No,275.80938
2829,17,Double,No,306.3941848
2830,17,Single,No,58.20954967
2831,17,Single,Yes,196.1781622
2832,17,Single,Yes,398.3929792
2833,17,Single,No,141.0686594
2834,17,Single,Yes,345.0264969
2835,17,Single,No,339.4417661
2836,17,Double,No,170.8122781
2837,17,Suite,Yes,279.10116
2838,17,Double,No,237.2645697
2839,17,Suite,No,325.2995228
2840,17,Suite,Yes,459.3008426
2841,17,Double,Yes,139.78577
2842,17,Single,No,277.5975081
2843,17,Single,No,191.4372675
2844,17,Single,Yes,320.3536822
2845,17,Double,No,80.12845033
2846,17,Suite,Yes,213.7060079
2847,17,Double,No,441.4102442
2848,17,Suite,No,237.7369217
2849,17,Double,Yes,137.7892022
2850,17,Double,No,146.0502635
2851,17,Double,No,189.4697171
2852,17,Suite,No,247.4063455
2853,17,Single,No,215.5884504
2854,17,Suite,No,441.9771664
2855,17,Suite,No,109.4760886
2856,17,Suite,Yes,73.24202601
2857,17,Suite,Yes,497.3354974
2858,17,Suite,No,61.59569333
2859,17,Suite,Yes,395.5993424
2860,17,Single,Yes,486.786711
2861,17,Single,No,265.4729967
2862,17,Double,Yes,271.87468
2863,17,Double,No,134.1479703
2864,17,Double,Yes,245.0464239
2865,17,Suite,No,224.9399643
2866,17,Suite,Yes,126.0810888
2867,17,Double,No,305.1696007
2868,17,Suite,No,194.7337406
2869,17,Double,Yes,124.5470102
2870,17,Single,No,384.2917964
2871,17,Suite,Yes,377.6231008
2872,17,Suite,No,211.0804108
2873,17,Double,Yes,111.4092676
2874,17,Double,No,499.5847938
2875,17,Single,Yes,100.9386757
2876,17,Single,Yes,164.8508854
2877,17,Suite,Yes,152.2094445
2878,17,Single,No,335.5465477
2879,17,Single,No,433.5827536
2880,17,Single,Yes,229.2096105
2881,17,Single,Yes,409.1917498
2882,17,Single,No,183.1701208
2883,17,Double,Yes,397.9973226
2884,17,Single,No,187.8991651
2885,17,Single,Yes,298.0615146
2886,17,Double,Yes,152.4579374
2887,17,Double,Yes,376.0438104
2888,17,Suite,No,84.63386489
2889,17,Double,Yes,80.05506144
2890,17,Double,No,183.6435905
2891,17,Suite,No,442.2872482
2892,17,Single,No,78.5879252
2893,17,Suite,Yes,112.8448523
2894,17,Double,No,482.0358598
2895,17,Double,Yes,311.2578881
2896,17,Double,Yes,138.4933755
2897,17,Double,No,151.9255906
2898,17,Double,No,418.4078503
2899,17,Single,Yes,395.5870015
2900,17,Double,Yes,490.7719433
2901,17,Double,Yes,93.48197246
2902,17,Single,No,448.6077791
2903,17,Double,Yes,111.1404769
2904,17,Single,No,158.4504463
2905,17,Suite,No,404.3362266
2906,18,Suite,No,100.636614
2907,18,Suite,Yes,367.8182406
2908,18,Suite,No,337.4156102
2909,18,Double,Yes,220.2845647
2910,18,Double,Yes,128.8053686
2911,18,Double,No,59.24538242
2912,18,Double,No,182.6719094
2913,18,Suite,Yes,494.7218766
2914,18,Single,No,162.19029
2915,18,Suite,Yes,496.3046087
2916,18,Suite,No,59.07558517
2917,18,Double,No,193.9641863
2918,18,Single,No,449.0833495
2919,18,Double,Yes,307.9054883
2920,18,Suite,Yes,191.6548394
2921,18,Double,Yes,62.23475664
2922,18,Single,No,185.126659
2923,18,Single,Yes,134.7417078
2924,18,Suite,No,236.9959004
2925,18,Suite,No,322.384815
2926,18,Suite,No,402.9653679
2927,18,Double,Yes,497.6542488
2928,18,Single,No,114.6264967
2929,18,Double,Yes,251.0106777
2930,18,Suite,Yes,349.2409846
2931,18,Suite,Yes,440.4432045
2932,18,Single,Yes,227.2497868
2933,18,Double,Yes,471.4857979
2934,18,Double,Yes,270.7884645
2935,18,Suite,Yes,205.4056256
2936,18,Suite,Yes,355.4103059
2937,18,Suite,No,252.9785656
2938,18,Single,No,240.1476731
2939,18,Single,Yes,196.7175283
2940,18,Double,Yes,391.2249427
2941,18,Single,Yes,361.4418236
2942,18,Suite,Yes,480.778371
2943,18,Double,No,220.6223021
2944,18,Double,Yes,332.9870373
2945,18,Suite,No,289.0279383
2946,18,Single,Yes,258.6804476
2947,18,Single,Yes,65.38336925
2948,18,Single,No,208.8093237
2949,18,Double,No,376.3784828
2950,18,Single,Yes,293.9152933
2951,18,Suite,Yes,222.52377
2952,18,Single,Yes,338.2233387
2953,18,Single,Yes,69.77696743
2954,18,Single,No,455.7055157
2955,18,Suite,Yes,276.5457112
2956,18,Suite,Yes,228.0839895
2957,18,Single,Yes,152.8136616
2958,18,Double,No,207.5249602
2959,18,Double,Yes,54.77581991
2960,18,Single,Yes,478.0297865
2961,18,Single,No,209.0803217
2962,18,Single,Yes,137.1512516
2963,18,Single,No,373.8185261
2964,18,Single,Yes,348.5169577
2965,18,Double,Yes,423.92619
2966,18,Single,Yes,163.4369138
2967,18,Double,Yes,136.9971189
2968,18,Single,Yes,113.5352158
2969,18,Suite,No,305.9631966
2970,19,Single,No,322.9843068
2971,19,Double,No,333.7525731
2972,19,Double,No,258.3990263
2973,19,Single,Yes,227.5539957
2974,19,Single,Yes,143.4254623
2975,19,Single,Yes,211.3203261
2976,19,Single,Yes,104.4986899
2977,19,Single,No,210.8416226
2978,19,Double,No,421.9237989
2979,19,Double,Yes,333.8217719
2980,19,Double,No,67.17244125
2981,19,Double,Yes,239.947666
2982,19,Single,No,58.0022729
2983,19,Double,Yes,294.4658237
2984,19,Suite,No,151.9382958
2985,19,Single,Yes,138.6410331
2986,19,Single,No,490.252949
2987,19,Double,Yes,450.7799408
2988,19,Double,Yes,287.1567826
2989,19,Suite,Yes,117.6551677
2990,19,Double,No,132.922622
2991,19,Suite,No,148.7094518
2992,19,Single,No,160.8690312
2993,19,Suite,Yes,211.6923943
2994,19,Single,No,342.7921673
2995,19,Suite,Yes,290.5275478
2996,19,Single,Yes,336.3490106
2997,19,Suite,No,149.2249262
2998,19,Single,Yes,402.152029
2999,19,Double,Yes,405.8927962
3000,19,Double,Yes,466.6895564
3001,19,Double,No,102.9391993
3002,19,Single,No,194.4685812
3003,19,Double,Yes,434.5922162
3004,19,Single,No,113.3548755
3005,19,Suite,Yes,242.3245913
3006,19,Single,No,451.5392582
3007,19,Double,No,131.0063368
3008,19,Single,No,325.6769663
3009,19,Suite,No,423.9335373
3010,19,Suite,Yes,436.1542629
3011,19,Double,No,480.777656
3012,19,Single,Yes,138.7777819
3013,19,Double,Yes,221.8902921
3014,19,Suite,Yes,202.6702224
3015,19,Double,No,148.474649
3016,19,Suite,No,454.0675877
3017,19,Double,No,201.1918781
3018,19,Double,No,273.3367796
3019,19,Single,No,158.2877369
3020,19,Suite,Yes,216.047189
3021,19,Single,No,377.3677349
3022,19,Double,Yes,249.915814
3023,19,Suite,No,287.6618841
3024,19,Suite,Yes,298.7499986
3025,19,Double,Yes,284.3234327
3026,19,Double,Yes,170.7314049
3027,19,Double,No,387.9150513
3028,19,Suite,No,454.3011139
3029,19,Double,Yes,271.000008
3030,20,Single,Yes,378.4066797
3031,20,Single,No,91.68902972
3032,20,Double,Yes,255.9401354
3033,20,Single,No,162.0041744
3034,20,Double,Yes,431.0683202
3035,20,Single,No,459.6198824
3036,20,Single,Yes,395.0192764
3037,20,Single,No,344.8989599
3038,20,Double,Yes,164.849758
3039,20,Single,Yes,176.9858651
3040,20,Suite,No,231.5722381
3041,20,Single,Yes,336.7353144
3042,20,Double,No,277.3558405
3043,20,Double,No,366.6876556
3044,20,Single,Yes,167.4616107
3045,20,Single,Yes,306.1919642
3046,20,Single,No,429.7315796
3047,20,Single,Yes,255.6204152
3048,20,Single,Yes,176.2296937
3049,20,Double,No,456.1068132
3050,20,Double,Yes,62.77718557
3051,20,Double,Yes,211.7661686
3052,20,Single,Yes,230.0148126
3053,20,Double,No,472.5942611
3054,20,Double,No,188.7902529
3055,20,Double,No,449.3369397
3056,20,Suite,Yes,76.28168617
3057,20,Suite,No,314.6897363
3058,20,Suite,No,320.9352047
3059,20,Single,Yes,263.8337263
3060,20,Double,Yes,116.34777
3061,20,Double,Yes,373.1008399
3062,20,Single,No,408.1431154
3063,20,Suite,Yes,205.0333949
3064,20,Suite,Yes,60.43831293
3065,20,Single,No,371.6308822
3066,20,Double,Yes,83.7625386
3067,20,Suite,Yes,454.466778
3068,20,Double,Yes,334.1770836
3069,20,Suite,Yes,467.0885122
3070,20,Suite,No,104.1017654
3071,20,Double,Yes,299.2157883
3072,20,Single,Yes,56.36845001
3073,20,Single,No,241.2528977
3074,20,Single,No,393.916538
3075,20,Double,Yes,265.7922212
3076,20,Single,Yes,61.9384345
3077,20,Suite,No,383.4717498
3078,20,Double,No,439.471513
3079,20,Double,No,317.2548785
3080,20,Suite,Yes,343.0687271
3081,20,Single,No,321.7017218
3082,20,Single,Yes,102.5270498
3083,20,Double,No,188.4719659
3084,20,Double,No,440.1433629
3085,20,Single,No,289.1936416
3086,20,Single,No,359.6411463
3087,20,Single,Yes,170.8290185
3088,20,Suite,Yes,391.6356255
3089,20,Single,Yes,427.6022307
3090,20,Double,Yes,498.173677
3091,20,Single,Yes,237.4189327
3092,20,Suite,Yes,264.3702642
3093,20,Suite,Yes,143.5446641
3094,20,Double,Yes,230.7061178
3095,20,Double,Yes,469.7249574
3096,20,Double,Yes,429.3294631
3097,20,Single,No,230.384988
3098,20,Single,Yes,365.4377272
3099,20,Single,Yes,326.5762375
3100,20,Double,No,130.7686003
3101,20,Single,Yes,426.8941204
3102,20,Suite,Yes,389.1152148
3103,20,Single,Yes,68.35851179
3104,20,Single,Yes,451.4779219
3105,20,Double,Yes,210.4086909
3106,20,Double,Yes,307.4580677
3107,20,Single,No,118.2415981
3108,20,Suite,Yes,371.1979664
3109,20,Double,No,389.9096614
3110,20,Single,No,368.0855831
3111,20,Double,No,416.8816939
3112,20,Suite,Yes,105.6431318
3113,20,Suite,Yes,95.31405179
3114,20,Single,Yes,492.6438798
3115,20,Suite,No,69.29725256
3116,20,Double,No,395.3988955
3117,20,Double,Yes,52.79366121
3118,20,Double,Yes,139.490141
3119,20,Suite,Yes,218.0226239
3120,20,Double,Yes,57.09343933
3121,20,Single,No,465.5335914
3122,20,Double,No,106.0100047
